Source,Beer,Rating,Review
Popular,Pabst Blue Ribbon (PBR),3,"This definitely wasn't as bad as some like to say, which is usually the case with macro beers. But there was an odd... idk what to call it but it wasn't a normal beer flavor. Definitely not a favorite but not undrinkable"
Popular,Pabst Blue Ribbon (PBR),3,"One of those beers from back in the day when I was in the service and when I was in college. When the money was tight, we could always afford it because we paid about 4 or 5 dollars for a 12 pack. I'll drink it anytime it's offered."
Popular,Pabst Blue Ribbon (PBR),2.96,"I mean, it’s PBR. It’s for high school kids who think they are nerdier and more discriminating than the jocks who drink natty light. It doesn’t taste good at all. Like piss in a can."
Popular,Pabst Blue Ribbon (PBR),3.52,"Yeah, my grandfather used to drink this stuff by the flat. Its a good one. It sits just above Genesse and the like in my opinion. I typically drink higher end IPAs and stouts but I grabbed a six pack of this on an impulse. I don't mind it. I would drink it mowing the lawn or digging a trench during the summer heat. Better than Coors by a mile. Better than MGD by a mile. Not heavy carbonated or heavy ABV so it goes well with the summer heat. Thick white head that clings to the glass and fizzles out after a few minutes. Colored light yellow like straw. Don't listen to the haters. It's not bad."
Popular,Pabst Blue Ribbon (PBR),2.85,"You're outside with a submarine sandwich from the deli. The air outside is fresh, the sky is blue, the world around you is alive. Don't drink PBR in any other circumstance."
Popular,Pabst Blue Ribbon (PBR),2.7,"Poured from a 16oz can into a pint glass

On the pour a 2 finger head forms which reduces relatively slowly for the style to ring around the rim and a covering of fine bubbles over the whole beer. Body is light gold a bit darker than bmc beers, but very similar. Relatively lazy carbonation for the style, and crystal clear.

Aroma is very light, but it seems like a good thing as there isn't a lot of malt or anything else going on. Some adjunct sweetness and generic lager aroma but nothing fantastic or notable. Possibly vaguely corny and chemically as well, but not disgusting.

Flavor follows the aroma with adjunct sweetness followed by some vague malts and corniness. The flavor then goes into its yeasty flavors which is dominated by a dry generic lager flavor with a bit of diacetyl thrown in for fun it seems. Not much is really off, but there is so little malt flavor that's all that really comes through.

Feel is not the best for the style either, head doesn't really return to give a creamy feel but rather has mostly carbonation bite leaving the beer feeling rather dense. Still light compared to other styles but the feel was all that was really left for this beer to redeem itself.

Overall it's boring with just enough off and no real redeeming qualities to make it one that I'm not going to come back to. No malt flavors and the adjunct ""maltbill"" is so obvious that it's not even funny. Feels like corn soda almost."
Popular,Pabst Blue Ribbon (PBR),3.6,"I believe I had it first whilst plastered @ a bar. But recent, I had it while working on some yard work on a very warm date. Hence this review, the beer smells great. The beer tastes great. It is a nice full bodied beer. I am still a novice @ the intricacies of reviewing a beer. But just know that this beer is good, got me drunk after 3 (16 oz) Don't let the stats fool yeah, it might be low ABV but was brewed with such care that it packs an unbeknownst punch. Don't just take my word, drink it yourself and tell us how it makes you feel."
Popular,Pabst Blue Ribbon (PBR),4,Really tired of craft beer snob betas giving this beer a low score. This beer is the best of the American Adjunct. It is less bubblegummy than Budweiser and less Sickeningly malty than High life. It’s dry corn flavor with great hop forwardness is what its all about (good luck finding hop flavor at all in Bud or Miller). Get off your hipster high horse and stop giving this beer a bandwagon bad rating. This is a good beer and you know it.
Popular,Pabst Blue Ribbon (PBR),2.4,"The problem with PBR is it tastes passable if weak. So it's easy to drink, but by the time you've gone through one or two tall boys your short-term responsible drinking allotment is done and all you've drank is more or less nothing in the flavor category.
A flat out bad beer you can't drink and just give up on. With PBR you keep trying and by the time you figure out it's a road to nowhere it's too late. Which makes it the beer I hate most in the world. My advice is to limit to 1 12 oz serving or dump those 4 last ounces from the tall boy on principle. Probably was better before megacorp X bought it."
Popular,Pabst Blue Ribbon (PBR),3.09,"2 for $3 tallboys... It's not great beer but it's not at all bad. It's not watery and it doesn't taste like urine, so it avoids the usual failings. Pleasant bready taste, nothing more nothing less. Again: 2 for $3 tallboys"
Popular,Pabst Blue Ribbon (PBR),3.61,"Look: Looks like cheap beer. Decent enough head, not much lacing.

Smell: Smells like beer.

Taste: Tastes like beer. Lots of grain, a little hop action.

Feel: Clean, uncomplicated, accessible.

Overall: It's cheap and tastes like beer. 30-rack for less than an hour's wages. A day-drinking classic that will never go out of style."
Popular,Pabst Blue Ribbon (PBR),3.11,"Used to sneak these from my Dad as a youngster back in the 70's. It was ""old man's"" beer back then. The hip crowd was into Michelob. Funny how things change. I still enjoy Pabst now and then."
Popular,Hennepin,4.02,"Awesome saison that most people could pick up and enjoy. Love the color on this and the foam sticks around forever. Bright, orangey taste with a bit of ginger, some delightful malty sweetness. Smell is a bit off-putting: very sour and yeasty, a bit funky. But it's a very pleasing drink, would definitely get it again. Ommegang is consistently excellent"
Popular,Hennepin,4.13,"This was actually pretty close to excellent for me, great floral notes, grassy underpinnings and a good citrus finish. I liked this one more than I thought I would"
Popular,Hennepin,4,"Expected a little more from this brew for the price and the rating. enjoyed the carbonation (akin to with a semisweet sparkling wine mouthfeel), but overall it tasted too much like booze and spices. I got mine from a 4-pack at a grocery, so maybe a draft experience would be different. Might seek out again."
Popular,Hennepin,4.21,"Nice golden color with a real lively foam head.
Great spicy notes to the nose like clove, nutmeg.
Nice spice on the palate, slight funk and bitterness. And the carbonation is good.
Can't go wrong drinking ommegang."
Popular,Hennepin,4.44,"A refreshing great. Had a version from the brewery years ago aged in the Howe caverns. Still a marvelous, refreshing citrusy, hoppy joy. 750 ml bottles that work in a Weiss beer glass. There is a tang to this that is hard to describe but is akin to the unique characters of a Weiss beer. A beautiful head that lingers and a slight opaque look make this stand out from the average crystal clear beers you might be used to. If you have an adventurous spirit and are willing to leave the lager swill behind, get a bottle."
Popular,Hennepin,4.52,"Review 1529

My continuing quest for the best has to lead me to this beer. I had to get this beer shipped to me, living in a beer desert it hard to get good beer. The beer is 46 degrees and served in a tulip glass. A beautiful two-fingered bright white foamy and creamy head was formed. The retention of the head is excellent. Lacing was created on the glass as it dissipated slowly. The color of the beer is SRM 6, pale amber with golden yellow hues. The beer is clear with loads of carbonation bubbles.

I first get spicy hops, a touch of floral, malty sweetness, wet grass, and orange peel. Nosing further, I detect coriander, wheat, and phenolic.

The flavors in the beer are orange peels, floral esters, ginger, coriander, phenolic, lightly toasted malts, and malty sweetness akin to honey. The flavors kind of remind me of Belgium pale ale with a splash of Heff. It does have a light funk factor nothing I really could detect.

The mouthfeel is crisp, effervescent, and creamy.

The body of the beer is medium, high carbonation, and a medium finish.

This beer is stellar. The flavor complements each other well and the malt profile is there but not overbearing. The hops are subtle but firm giving away to the spice addition in the beer. If I could get this beer, it would be a staple in my beer fridge."
Popular,Hennepin,4.49,"Had a few beers from this brewery always with great results.
Golden amber color. Scent and taste of orange, ginger and slight banana.
Overall very impressive beer. Will look for more of the beer soon"
Popular,Hennepin,3.79,"Appearance: Upon opening the glass, it is billowing out of the bottle. Pours a semi-cloudy (~40%), medium golden/orange color that has sediment floating around in it. A strong white head. SRM of 9-10. (4.00)

Aroma: Moderate aromas of bread and cracker malts upfront. This follows into a banana and clove ester quality. A bit of banana bread and Belgian spice. Some juicyfruit, but ultimately it smells malty. (3.75)

Flavor: The flavor follows with more bready malts upfront. Cracker, bread, and then follows into a Belgian spices of clove and banana. This linger and provides a tart and spicy pepper astringency before it finishes with a sweet, almost candied malt finish. (3.75)

Feel: Medium-bodied. Strong carbonation. Finishes soft on the palate.

Compared to Boulevard's Tank 7 Farmhouse Ale 4/16/21: Pours a more orange color with a milder head. More bready, clove, and banana malts. Less fruit, citrus, coriander, and yeast. Winner: Tank 7

Overall: A pretty good farmhouse ale/sasion. I wanted to see how this one compared to one of my favorite saisons, which is Tank 7. I think I prefer the Tank 7. This is a decent beer, but as other have mentioned its leans more malty, bready, and sweet. The clove, banana, and pepper spice show here. Overall, not as good as I expected, and drinks pretty average. (Final Rating: 3.79)"
Popular,Hennepin,4.48,"Bottle with Best By date 07/03/22
Ah.... one of my first beer-loves, back in ancient times, c. December '97. Somehow I haven't reviewed it , & have to admit, slightly intimidated to do it now. How to do it justice? Will the ""objective #s measure up to my overall impression of it? Hmmmm??? OK, here goes :

Translucent gold-ish orange, with a huge forever head , that leaves a thick ring , substantial surface covering, and sheets of lacing . (Or it would, if I could hold off on drinking for a few more minutes - trust me - that's what happens. ;) )

Smell ? Nectar-Of -The-Gods, if you like that sort of thing. ;) . The usual banana, clove, ""spicy"" [ coriander+black pepper+ je ne sais quoi yeast aroma ], with a touch of ""fresh"" [wheat-derived, mostly] aroma, that usually accompanies saisons, goses, & Berliners. Just better than the usual.

Taste is similar to aroma, sort of, with elements of [very] ripe banana, black pepper, clove, coriander, 2-day-old homemade bread crust, a vague, very faint citrus element, a kiss of sweetness, and that ~indescribable (by me) , signature Ommegang yeast flavor . Some mild, mildy-drying bitterness.

Feel is light-medium, but give the impression of substantial presence, while also floating-on-air, just above eye level. Moderate, moderately-soft , carbonation tingle that extennnnnnnnnndddddddssss for quite awhile , before disappearing, & leaving the front pof the tongue a bit dry, & slightly stripped.

Overall, as you might guess, I am astounded & enthralled all over again. If anything, this might be a bit TOOOOO fresh , & could use 3-4 more months on it. If memory serves, I'd give the ""Taste"" rating another +.25, in that ideal state. ('Course, that might just have been the abv X [#beers] being the voices in my head. ;) In any event, if you haven't tried this, please, do yourself a favor, & go for it. (& for Dog's sake, don't drink it ice-cold - let it warm up to 45-50F , or so. :) )"
Popular,Hennepin,3.68,"Pours a hazy orange-yellow color with a thick white head. Funky aromas. Sharp carbonation and medium to heavy bodied. There’s a good saison flavor under there, but it’s masked a bit by the coriander and ginger. Maybe it’s just a personal flavor preference, but these flavors just don’t quite seem to go with the style."
Popular,Hennepin,4.5,"Poured from a 12oz bottle into a stem glass.
Strong 2-finger head when poured. Some decent lacing on the glass and nice lingering thin head on beer while drinking it down.
Strong copper color filled with carbonation bubbling to the top to keep that thin head going.
Coriander and spice right away invite you to take a drink.
Sparkling mouthfeel as soon as you take a drink and that smooths out at the end.
As described on Omegang's website, you can taste the coriander, spice, and orange peel for a really delightful beer drinking experience.
Overall, this is everything you want in a 'traditional' Saison- I fell in love with everything Omegang brewed years ago when Belgian beers became popular. It's so nice to revisit an old friend and put up a review on ba. I strongly recommend this beer any time of the year. I can't wait to try Omegang's newer offerings!"
Popular,Hennepin,4.64,"I received a case of 750ml bottles for my wedding 21 years ago.
We drank one on our 10th year anniversary.
It held up vary well. I was amazed
I still have 2 bottles left cellaring.
Don't know when or if I'll ever open them.
Great beer!"
Popular,Hennepin,4.06,"Nice golden color, thick head, nice lacing. Smells sour, fermented wheat. Smell throws you off, it tastes nothing like it smells. Very smooth. Notes of orange, barley, spices, ginger. Nothing too pronounced, very well balanced. Mouthfeel is quite fizzy with medium-light viscosity. Overall, it doesn't smell good but it excels in most other categories. Excellent brew"
Popular,Hennepin,4.46,"This beer has a beautiful, rich taste on poor. It has a succulent, foamy head with a light amber color. The aroma is not all that apparent. However, the taste is really good. It's crisp and refreshing, especially during a pandemic on a hot, humid day in DUMBO, Brooklyn. I don't smell or taste much in the way of orange peel or the coriander. However, the coriander taste is subtle but clearly there. This beer is refreshing. Even with a 6.5% ABV it's not heavy. A must true."
Popular,Blind Pig,4.83,Stellar example of a modern west coast IPA from one of California's premier breweries. Every time I have one of these I am reminded of why this is my favorite style of beer.
Popular,Blind Pig,4.06,"This is a very well balanced IPA. It showcases its hop’s like all IPAs do. Both the West Coast Pine notes and East Coast Citrus are present in your first and last sip. It hides its > 6% ABV well, making the drinker believe that it is sessionable."
Popular,Blind Pig,4.46,"510 ml (1 pint, 1.25 ounce) bottle, bottled on 06/10/22. Served in a Spiegelau IPA glass, the beer pours a mostly clear golden/orange color with about an inch and a half off-white head that stuck around for a very long time. Lots of lacing, too. Aroma is nice, the brew smells like grapefruit, orange, pine, bready malt and some floralness. I think the taste is pretty similar to the aroma, but with a little more kick and the addition of some citrus peel, grassy and earthy flavors. Nice bitterness in the finish. Mouthfeel/body is medium, it's slick and smooth with a moderate amount of carbonation. Pretty easy to drink. I wish more IPA's were like Blind Pig, I'd buy this quite a bit if I could get it around here. Thanks to one of my Instagram buddies for sending me this, it was a great surprise!"
Popular,Blind Pig,4.3,"Well. Tried this today after two days of drinking Pliny’s.
Not as nice, but still very good. Different.
Golden to orange look. Nice white foamy head with good lacing.
Aroma is citrus and pine-maybe woody like the label says.
I taste the pine, the citrus and the hops. None of those tastes overpowering though. Very astringent mouthfeel but with a decent amount of carbonation.
Overall very nice. Probably not as nice as Pliny, but still very good. Happy I tried it. I’ll have another."
Popular,Blind Pig,4.23,"Russian River Blind Pig IPA, 6.25% ABV. Pours clear golden, with a 4+ finger off-white head that left lots of foamy lacing. Nose is citrus and fruit. Taste is piney with fruit, quite bitter. Decent mouthfeel with good carbonation. Overall excellent to outstanding-adjacent."
Popular,Blind Pig,4.02,"draught
Medium amber with a bit of orange overtones, for the look. Fairly light, mixed citrus peel, off-dry, lightly roasted, caramelized malts. Medium amounts of grapefruit peel and medium light toasted caramelized malts, with both trailing off fairly quickly, in a not heavy bite manner."
Popular,Blind Pig,4,"Had a Blind Pig on draft at Monk’s Cafe on 5/05/2022.
L - Poured a clear light amber color with a white head that dissipates slowly.
S - Smells floral and grassy
T - Tastes malty and hoppy.
F - Medium body and carbonation.
O - Nice West Coast IPA."
Popular,Blind Pig,4.06,"First timer on Blind Pig. My only complaint is that there is a piney aftertaste that, for me, hung in my mouth longer than I was OK with. I would certainly buy another one but with a full knowledge that there was a lingering aftertaste. I would have loved to have tried it on draft but I was just in SF for a few hours from a cruise and was just happy to get one Blind Pig and 3 Pliny’s."
Popular,Blind Pig,4.56,"Brief Review:

O: First time trying Blind Pig, this beer has been around a while. Despite the West Coast IPA being out of style, this one isn’t too bad. Very light and drinkable, dry finish. Almost sessionable in a way. I’ve definitely had similar beers along the way, but it’s nice to have an OG this tasty.

Recommendation: Easy to get if you’re ever on the West Coast, it’s definitely a must-try if you’re out there."
Popular,Blind Pig,3.28,Beautiful to look at and smell but the flavors in the nose aren't in the taste. Hoppiness too overpowering to enjoy. There are more sophisticated IPAs to be had.
Popular,Blind Pig,4.53,"Canned Feb 21 2022, enjoyed Mar 20, 2022. So about a month old. Received from @JayORear in an LIF from NBW BIF #14.
Poured honey color amber and quite transparent, capped with a short near white head and active carbonation continues throughout.
The aroma was mild for me; but my nose id damaged from chemical foolishness (Really, when a liquid recommends that you use a respirator when using it, USE a frickin' respirator!)
The taste was a surprise. Russian River IPA, WC all the way, right? It's like they took a page from Bell's Two Hearted and balanced the malts in with the hops. That piney dominance I expected wasn't there, but it existed in harmony with other flavors; floral, doughy, herbal, etc. Not what i expected but still really tasty.
The feel? With the active carbonation, this checked all the boxes in the regards to feel.
OA, one I've been wanting to try a long time and finally got the chance. It's not what I expected but it's really good in an unexpected way."
Popular,Blind Pig,4.01,"Pours a clear darker gold beautiful creamy dense white head, great lacing and retention.

Aroma is grassy hops, grapefruit and orange, and peach candies.

Taste is grassy, grapefruit, and some pine sap; a subtle soft sweet malt presence.

Medium body, smooth feel, nice and bitter; linger hoppy aftertaste"
Popular,Blind Pig,4.92,"The Pig, bottled 122321, pours a slightly hazy golden orange color with a thick dense head and BIG bubbles of carbonation. If there's a better smelling American IPA, I haven't smelled it yet. Floral and fruity it smells awesome. Tastes fabulous. Floral and fruity, slightly citrus the hops are perfection. WOW! So impressive. Mouthfeel is perfection. The lingering hop bitterness is absolutely righteous. Overall this is what IPA dreams are made of. The hops are just extraordinary in this wonderful blend. I may have to upgrade my Overall opinion when I have my second beer. ""...and the crowd cried for more."" My Extreme Thanks to @RaulMondesi for sharing."
Popular,Blind Pig,4.04,"Bottle from Whole Foods in Del Monte Center, Monterey, CA. Pours a clear light gold with a finger of rocky white head that sticks around, decent lacing, smell is candied citrus, mild pine resin, soft caramel, doughy brioche, taste is citrusy orange soda, pulpy orange juice, pine, mildly bitter herbal pine and citrus pith on the finish that lingers, feel is medium bodied, crisp carbonation, medium carbonic bite. An excellent balanced IPA with nice malt and bitter hop balance, a citrus and pine treat."
Popular,Blind Pig,4.49,Very bright and citrusy nose with a slight pine. Very nice bite with a quick hit of pine and ending with a citrusy bitterness. Kinda the opposite of Pliny which I found to be more pine dank aftertaste. Its definitely the younger brother of pliny but its still amazing. Definitely has the same elements in it just not as much. Would definitely buy again.
Popular,Blind Pig,4.29,"Drank 16 days after “bottled on” date. Piney, citrus aroma. Pours straw color with thick lacy white head. Flavor follows aroma, dry, piney, citrus bitter."
Popular,Blind Pig,4.85,"My new rating after losing my old profile f/10+ yrs ago. The Pig has lost its piney, citrus flavor. Its my go to beer regardless but it has lost that pig flavor."
Popular,Blind Pig,3.25,"Expectations were high, this one turned out to be just average plus for me. Smooth drinking ipa style that now seems a bit dated with hazy mainstream."
Popular,Blind Pig,4.33,"17.25 oz bottle into my new Kevin Malone rastal.
Bottled on 8/11/21.
Thanks to Donald for this surprise box!

Mostly clear gold but with a little chill haze, and a classic west coast head; bone white at 2 fingers, leaving gorgeous lace destroying the glass as it recedes gradually.

Aroma brings forward slight papery oxidation, with slight onion skin, dusty pine flooring, grapefruit rind, and dead hop leaves. I do not detect any yeast, malt, or ethanol in this beer. It is cutting and dirty and bitter smelling. It's a change from what I'm used to, but also brings me back to when IPAs were all emulating the giants like RR.

Flavor doesn't hit until about mid-palate. When that happens it brings sawdust first, then a little evergreen, then some onion skin, a tiny presence of crisp caramel malt, and then some papery oxidation. After you swallow it however, the flavor really shines. It sticks to your tongue and cheeks and roof, and sucks all moisture out. Then, seemingly suddenly, a wave of resiny bitterness and sweet honey take over and the oils take hold, pounding your palate with lupulin gland again and again. The finish is literally 10x as long as the beer itself, and takes time to dry on your palate. Then a whole new world opens up.

Feel is resiny, oily, very carbonated, with no alcohol anywhere in sight. Palate punisher, this one, as the oils destroy and scrub every taste bud from your mouth.

Overall, an impressive one to be sure, and it's easy to write paragraphs about it. This is one that should be in the books (and probably is), right along side its cousin Pliny, and has every right to be studied and emulated. This is a true west coast IPA in every sense of the word.

Exemplary."
Popular,Blind Pig,3.97,"Looks literally exactly the same as Pliny the Elder (had them side by side): beautiful, crystal-clear, light-amber-gold, with a big and pillowy head of bright white bubbles. Lots of splotches and streaks of lacing down the glass. Great looking beer. After that, the experience is very much like a muted and somewhat watered-down Pliny — some nice notes and well-crafted, but not really a standout. Piney, bright, citrusy, with solid bitterness, a lot of grassiness, some soapiness, and a touch of malt-sweetness. West Coast IPA all the way, with heavy grapefruit, but boarding on APA (for me) in terms of aroma and taste profile.

Crisp and refreshing but not particularly noteworthy."
Popular,Golden Monkey,3.88,"From the bottom of the can: ""BEST BY JUL 13 24 PBG 22194 14:38 FL""

Appearance: The body is a pretty medium shade of gold. It has pretty good clarity with only a slight bit of haze. The head is massive, creamy textured, and slightly off-white with a bit of an eggshell appearance. It has very good head retention and very nice sheets of creamy lacing on the glass.

Aroma: There is a bit of a banana aroma to the beer with a touch of an old paper scent. After the glass is agitated a bit there is a hint of a white pepper character that comes through.

Taste: Up front there is banana and a light bit of coriander. Towards the middle of the mouth there is a very light touch of clove mixed with more of that banana flavor. It has a very mellow sweetness that is balanced well with the beer. The flavor doesn't transform to the back of the mouth or in the aftertaste and stays mostly banana with a light hint of clove at times.

Mouthfeel: It is very smooth and easy to drink. Carbonation feels a little on the light side but the body of the beer still feels great. It has very high drinkability and it hides the alcohol well.

Overall: It is a really well made beer. The can states that this has a ""Belgian yeast character of banana and clove"" and they really hit the nail on the head with that description. The beer has a pleasant banana flavor with just a light touch of perceived sweetness that feels balanced. It is enjoyable to drink. I would recommend it and I would buy it again."
Popular,Golden Monkey,4.1,"Surprisingly good American take on a Tripel. Purchased a six pack of 12oz bottles and sampling in a tulip glass.

Allowed bottle to warm to 50F before pouring. Little to no head and very little lacing. On the nose, I am getting faint bananas and cloves with a background note of caramel. Taste is actually very yeast and malt forward, with a higher-than-usual sweetness and a clean lighter hop finish (Tettnang, maybe?). Subdued, but present, alcohol taste, which is not out of place for the style. Some black pepper notes on the tongue, which is present in my favorite Belgians.

It is the mouthfeel that throws it off, for me. For the style, it feels much thinner than I expected. If it was not so thin, I think that it would drink a little slower. Somehow, this is an almost crushable tripel, which is just as dangerous as it sounds. Allowing this to sit in the glass and warm up a bit, it becomes more balanced, and I get some slightly floral notes and a slightly improved mouthfeel.

Honestly, for the price, it exceeded expectations. I would have no problem buying it again, although I would not say it is the best in the style. However, it might be my favorite of American tripels, so far."
Popular,Golden Monkey,3.57,"Poured from 12 oz bottle into tulip glass. A 1"" off white head drops slowly, no lacing. Color is golden amber. Aroma of banana, clove and other spices. Mouthfeel is medium with dry finish. Flavor bursts with clove, allspice, earthy hops, yeast rolls. Overall: lots of flavor but not necessarily a situation of more=better. It's very good but not excellent. I probably would not buy this particular tripel again for that reason."
Popular,Golden Monkey,4.05,"October 9th, 2016 - A classic, but well worth reviewing again. Those Belgian esters hit softly but with definition, coaxing the olfactory with pear, banana (peel) and clove, with a richness that is intoxicating. The flavor is even better, translating those esters into a chorus of fruit flavors, and some nice spicy garnishes. I find pear, cinnamon and custard, with a little pepper for an unexpected kick. There's a reason this has been around for so long. Here's to hoping it's around in another decade."
Popular,Golden Monkey,4.4,"Tried this beer on a recommendation from a friend who originally sent me some Victory Beer in a beer box. To me, it tastes great and the ABV is in the mid-upper range that I like to start with.
Definitely One of my favorites."
Popular,Golden Monkey,3.74,"Fairly light head. Smell is sweet; banana and bubblegum, esters, coriander, cloves. Taste follows; sweet slightly caramel malt, banana, a hint of orange peel and citrus hops, becoming bubblegum and fruit esters, finishing with plenty of cloves and coriander. The alcohol is quite present; finish is dry. Not bad, but a bit too sweet and too reliant on the presence of spices for me."
Popular,Golden Monkey,3.65,"clear yellow with a short & short lived head with a faint aroma of banana, clove, and candied orange peel

Monkey tastes of banana, clove, candied orange peel, pear juice, with a peppery hit at the end.

almost no carbonation in the glass, but has a fizzy mouthful with a dry peppery, slightly bitter finish

not a bad tripel for the price"
Popular,Golden Monkey,4.52,"Originally when I had my first Golden Monkey it was in a Victory mix pack. That mix pack had hop devil, prima pils, another victory beer I can't remember and golden monkey. I remember dreading having to drink Golden Monkey and would often split it with someone rather than waste it. The bottom line, I was out of touch with the world of Belgian style beers. Long story short, over time, Golden Monkey ascended to one of my favorite styles. This is a clean, spicy, and dry finish beer that leaves you with a warm happiness."
Popular,Golden Monkey,3.85,"Best by 5/17/23

Oh man, how the hell have I never reviewed this one? This was a big one that pulled me into craft before my legal drinking days. I would also wager that it was my first Belgian-esque beer, but I can’t say for sure. Enough talk, rime for a proper review of this classic

Pours a cloudy gold with a finger of white head that fades to a ring and leaves decent lacing

There’s not a whole lot going on in the nose, just a nice balance of spice and fruit. I’m picking up on aromas of clove, overripe banana, white pepper, orange rind, and bready malt

There’s a bit more going on in taste, and it’s a bit sweeter than the aroma especially on the finish. On the front end of the sip I’m tasting lemon zest, white pepper, grassy hops, crackery malt, banana, and light coriander. The swallow brings notes of candi sugar, toffee, clove, overripe banana, bready malt, apple skin, and orange rind

A medium body pairs with moderate tingling carbonation, resulting in a smooth beer with a bit of bite. Finishes neutral but a bit too sweet

This is a good beer, but after years it pales in comparison to other Tripels and Belgian beers in general. Still, I’ll always have a soft spot in my heart for this one"
Popular,Golden Monkey,4.17,"Canned 5/5/21 - ""best by 5/5/23""; drank 12/7/21 @ the Yarchives.

See-through (slightly cloudy) dull orange/yellow appearance.

Banana, clove & faint allspice notes in the nose.

Medium thick mouthfeel, with a mild cinnamon bite on the lips.

Caramel, apple cider & clove flavors up front; faint cinnamon notes on the finish.

Great holiday beer; sweet, mildly spiced and flavorful. I'm a fan!"
Popular,Golden Monkey,4,"Pours a translucent golden color with a foamy head that ends as a lot of lacing.

Smells and tastes of bread, yeast , banana and clove spice with a slightly dank twist. The finish is slightly bitter with some alcohol warmth.

Medium body with light carbonation. Lush mouthfeel with a clean dry finish.

This is an Americanized take on a European standard with a bit heavier body and darker danker hop taste."
Popular,Storm King,4.05,"12 oz botle into a snifter.
Pours Midnight black, tan foam, good lacing.
Smell is deep dark cacao, dark toast malt, Cuban coffee, almost burnt malt.
Taste goes dark chocolate, rich espresso, a fine bold hop zing on the side of the tongue that’s unexpected.
Feel is medium carb, medium body, medium slick. Not syrupy at all.
Overall, this is a good little Stout with no barrel required."
Popular,Storm King,3.96,"I’m really late to the game on grading this!

L- Pitch black color.

S- Roasted dark malt. Slight smoky smell.

T- Dark chocolate almost cocoa flavor.

F- Decent mouthfeel.

O- Great unadulterated Imperial Stout!"
Popular,Storm King,4.44,"Poured this into a glass. Poured out a ritch and dark black with a hop, malt, and slight chocolatey smell. The taste was different to me, since this is my introduction to this type of beer and it wasn't quite what I was expecting. The ABV (9.1%) is apparent and the added hop flavor is just right. I like it and will be having it again, for sure."
Popular,Storm King,4.16,"Poured from a botle dated BB 10/22/22 into the test glass
A - Solid black color, excellent tan, tight knit froth, lacing with each draw.
S - Bakers chocoalte, char, a bit of espresso, pine.
T - Again with the bakers chocolate, add a hint of orange rime, and piney, coffee with flourless chocoalate cake.
M - Medium in body, start is semi sweet then rolls toward and stays on the bitter side. Finish is ashen dry.
O - A new favorite for me, assertive, edgy, and with all the pieces of an American RIS. Thankful to have this in our area."
Popular,Storm King,4,Pours dark. Tan foam. Malty aroma. Big hop body. Fades to a malty goodness. Bitter finish. Im surprised how hoppy it is. Good balance of malt and hops. This ones a classic.
Popular,Storm King,3.86,"Look: Pours like black coffee with a nice tan head with great retention. Sticky foam lace on the glass.
Taste and Smell: Strong espresso notes with a hint of chocolate. Somewhat bitter.
Feel: A full mouth oiliness going on.
Overall: Pretty good coffee imperial shout."
Popular,Storm King,4.02,"From the 12 oz bottle in a snifter. This classic pours a dark blackish brown
with a fantastic head of khaki foam that settles to a thick fat layer with excellent
lacing. Nose of dark cocoa, pine touched hops, dark coffee, and moderate char.
Flavors follow the nose nicely with dark bakers cocoa, char, coffee, and floral as
well as pine touched hops on the rear. Nice mouth feel; medium full body, smooth,
lightly creamy, and finishing with a char and bitter malt note balanced by strong
hops.

Overall, a solid brew, a touch more hops than I remember, but solid all the same!

Cheers"
Popular,Storm King,3.94,"Victory Storm King is a well balanced stout, with elements of malt, roasted malt, and hoppy bitterness. The 9.1% alcohol content is well hidden. The flavor is more assertive than a Guinness Stout Nitro. I recently tasted a Carlow O'Hara Stout that was more aggressively flavored than Storm King, even having half the alcohol content. All things being equal, I'd prefer to drink two of the O'Haras than just one Storm King."
Popular,Storm King,3.89,"Pours an opaque deep dark black with a creamy/foamy mocha colored head. Deep roasted nuttiness,almost peanut butter scent, Taste is smoky, coffee,espresso even more. dark chocolate.Feels full bodied with enough carbonation.Finishes dank and chewy- Overall this is a stout that lets you know its a stout, An above average hop presence."
Popular,Storm King,4.37,"Label says best by Oct 22, 2022. Interesting since an imperial stout can get better with age.
reviews i've read lead me to expect something different in the nose, but the sweet, dark candy smell, betrays nothing about this being any different from any other Impy stout. The opaque blackness topped with a thin, offwhite foam also seem normal. The only deviation is the additional bitterness of the hops, which only appear to me in the taste, rather than in the smell. Its noticably drier than I'd expect, and the alcohol is well hidden. Hops dominate later in the taste.
Its a nice change, but, to me, a minor flourish rather than a major deviation from the style. The mouthfeel is light, but chewy. Overall, very nice, and at a comfortable price point for an imperial stout."
Popular,Storm King,4.29,"L- jet black tan head with moderate lacing

S- herbal hops up front with a sweet roasted malt and vanilla back drop

T- strong citrus and herbal hoppy flavors with some chocolate and char. Moderate to strong bitter.

T- medium body, medium carbonation.

O- well balanced very good beer. I would almost consider this a black IPA though"
Popular,Storm King,4.13,"Pours black with a nice light brown head. Not much retention but a nice thin layer of creamy light brown persists.

Citrus hops, dark chocolate, dark fruit, and dark roast black coffee.

Very much similar to the nose, the hops really show a grapefruit citrus without any of the sweet. The coffee also really shows on the finish.

Full body, moderate to low carbonation, a hint of alcohol, nice big bitterness."
